✨尚爱战歌,#genre#
Mc钟亮 - 断情笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016046_122454.mp3
Mc钟亮 - 一人饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016046_121902.mp3
Mc天海-男人的心痛,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016045_122722.mp3
Mc天海-等你这三年,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016045_120219.mp3
麒麟曲DJ版-mc白杨,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016045_055246.mp3
断情笔DJ版-MC白杨,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016044_132429.mp3
踏马出征展风采-MC白杨,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016044_132322.mp3
Mc莫小文-成名作,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016043_011555.mp3
MC白杨-将军与姬压声版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160331_132938.mp3
MC白杨-玄武盾斩月刀,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160330_133313.mp3
MC白杨-一人饮酒醉DJ版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160330_124811.mp3
MC梦明，电音连麦MC伊萱  秋殇别恋,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160329_023247.mp3
MC梦明，忘记你需要多久dj,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160328_092207.mp3
MC梦明，，我操这结局,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160328_052348.mp3
MC梦明，南山南电音,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160328_025820.mp3
MC梦明，MC伊萱 ，连麦别让我放不下,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160328_014712.mp3
昔日将军昔日将军昔日将军昔日将军昔日将军,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160325_002948.mp3
MC梦明。琴键上的泪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160323_145343.mp3
MC梦明，，记住了你不会遇到第二个我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160323_101837.mp3
Mc梦明  告别语音感悟,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160323_090534.mp3
Mc梦毁—爱了痛了,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160320_212936.mp3
Mc梦毁—我的兄弟,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160319_183212.mp3
Mc梦毁—情人泪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160319_182437.mp3
鬼家  鬼家战歌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160318_151730.mp3
Mc嘉成-断情笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160317_164702.mp3
MC鬼墨&MC;鬼兮    刀山火海,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160317_153411.mp3
Mc郝小文-爱情不是毒药,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160316_182159.mp3
Mc三美-断情笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160316_175837.mp3
Mc郝小文-九世轮回篇,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160316_170725.mp3
Mc郝小文-九世轮回篇,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160316_170220.mp3
Mc梦毁—十年盗笔篇,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160315_174303.mp3
Mc梦毁—九世轮回篇,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160315_174151.mp3
MC鬼兮—被情伤过的女人独白,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160315_122949.mp3
MC鬼兮&mc;颜溪   新回忆,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160314_112937.mp3
新回忆连麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160314_112457.mp3
Mc莫小文-为兄弟送给邹洋,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160313_082300.mp3
Mc莫小文-一人我两袖清风,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160313_082151.mp3
Mc莫小文-几度梦回大唐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160313_082033.mp3
Mc莫小文-灵魂摆渡人空拍,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160313_081950.mp3
Mc莫小文-刀山火海,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160313_081906.mp3
Mc若宸  红颜不及美酒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160311_153715.mp3
Mc康少-断情笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160310_235639.mp3
Mc康少-一人我两袖清风,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160310_235422.mp3
Mc康少-是我太过宠你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160310_235304.mp3
Mc梦毁—南山南曲忧伤,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160310_172004.mp3
Mc梦毁—断情笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160310_165926.mp3
MC井宁 - 一人饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016039_223343.mp3
Mc梦毁—将军与妓,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016039_213956.mp3
付代鹏-你没那么爱我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016036_223322.mp3
MC井宁 - 灵魂摆渡人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016036_114853.mp3
MC井宁 - 九世轮回篇,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016036_114818.mp3
MC井宁 - 一人饮酒醉(原版伴奏),https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016036_114726.mp3
MC井宁 - 灵魂摆渡人(原版伴奏),https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016036_114634.mp3
MC井宁 - 九世轮回篇(原版伴奏),https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016036_114542.mp3
MC井宁 - 希望你能幸福(原版伴奏),https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016036_114436.mp3
MC井宁 - 希望你能幸福,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016036_114207.mp3
Mc小丁- 一次就好,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016036_104009.mp3
Mc小丁- 1人我饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016036_102524.mp3
Mc阿洋-精心打造好听喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016035_213409.mp3
Dj -阿洋 劲爆酒吧夜店电音低音炮舞曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016034_222548.mp3
烛光-另类连麦-阿洋-加速-,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016034_222132.mp3
语音阿洋-烛光另类连麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016034_222051.mp3
语音阿洋：越南鼓送给你们,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016034_221853.mp3
语音阿洋-李子陌我爱你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_215822.mp3
李子陌 我想你了 你知道么,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_215708.mp3
语音：阿洋-隐性埋名,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_215440.mp3
Mc阿洋-2016社会语言,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_210557.mp3
语音：阿洋压声无限变,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_210414.mp3
语音：阿洋-该咋过就咋过,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_210332.mp3
语音：阿洋-都是我的错,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_210245.mp3
语音：阿洋-越南鼓-D-j,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_210205.mp3
语音阿洋：社会人希望你们喜欢,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_205936.mp3
语音阿洋：哥有老婆！,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_205842.mp3
语音：阿洋-嗓音暴力喊发,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_205406.mp3
Mc莫小文-校园,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_202146.mp3
mc天赋-三生三世事例桃花,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016032_083728.mp3
Mc莫小文-送十六班的同学,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016031_221025.mp3
Mc天赋—一人饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016031_193248.mp3
Mc天赋—失去了你怎么活,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016031_192209.mp3
文家军,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160228_111429.mp3
Mc康少-一百七十二笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160228_003016.mp3
Mc康少-一百七十二笔,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_235458.mp3
Mc莫小文-齐天大圣,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_224625.mp3
Mc莫小文-齐天大圣,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_222253.mp3
Mc郝小文-花千骨-dj,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_162029.mp3
Mc郝小文-三生三世十里桃花-dj,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_161853.mp3
Mc郝小文-十年戎马心孤单-dj,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_161757.mp3
Mc郝小文-感情-dj,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_161707.mp3
Mc郝小文-我想找个小对象,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_161145.mp3
MC鬼兮—鬼兮的好兄弟,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_150528.mp3
MC鬼兮—爱的感悟,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_150431.mp3
鬼魅军团MC鬼兮—刀山火海,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_150330.mp3
MC鬼兮—情人节心挂单,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_150031.mp3
Mc莫小文-十八层地狱,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160227_145701.mp3
Mc、松哥 【婊子篇】另类书写,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160226_203557.mp3
Mc梦毁—黑白无常,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160225_164553.mp3
，Mc梦毁—狼牙榜,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160224_180154.mp3
Mc康少-因为你是男人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160223_195410.mp3
Mc梦毁—何为另类之精英,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160223_174622.mp3
Mc梦毁—携手炮男,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160223_174528.mp3
Mc梦毁—南山南,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160223_174436.mp3
Mc若宸/权姐 没错你说的对,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160223_135402.mp3
Mc若宸/权姐  也许再也见不到,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160223_135328.mp3
Mc若宸装逼版 刀山火海,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160223_135257.mp3
Mc成健 - 另类串烧有点忘词,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160223_034524.mp3
Mc成健 - 新人另类串烧,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160223_034424.mp3
Mc若宸/权姐  你不会再遇上第二个我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160222_095244.mp3
Mc若宸/权姐  七杯烈酒醉三年,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160222_095102.mp3
Mc若宸/权姐  再见当初那份爱,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160222_094847.mp3
Mc若宸    战巅峰,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160222_094811.mp3
Mc若宸  这一生回忆有你就足够,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160222_094735.mp3
MC梦明，喝醉了 乱喊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160221_150743.mp3
💃经典喊麦八,#genre#
Mc若宸  让我做你的眼睛,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160220_132910.mp3
Mc若宸/权姐  可能真的不爱我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160219_141043.mp3
Mc若宸/权姐  黑白无常,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160219_141004.mp3
齐天赐—南柯一梦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160218_155340.mp3
Mc若宸  当年一首另类曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160218_150946.mp3
Mc梦毁—看断三国,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160217_194539.mp3
Mc梦毁—梦想踏入现实,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160217_181039.mp3
Mc梦毁—没错,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160217_180840.mp3
Mc梦毁—一个人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160217_180646.mp3
Mc若宸 万人称我为男神,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160217_132049.mp3
Mc若宸   是我太过宠你,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160216_152114.mp3
Mc若宸  伤痛就像一阵风,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160216_152025.mp3
Mc康少-当你一首另类曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160215_224026.mp3
Mc若宸 昨日帝王篇  加速版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160215_153956.mp3
Mc若宸  一切都已离开,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160215_153918.mp3
Mc若宸  梦回当年古战场,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160215_153845.mp3
Mc若宸  曾经的王,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160215_153735.mp3
Mc若宸    三杯酒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160215_153643.mp3
Mc若宸  我有孤独和烈酒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160215_153617.mp3
Mc成健 - 随便来整两句,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160214_005516.mp3
Mc成健 -  瞎喊喊,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160214_005429.mp3
Mc成健 - 一人饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160214_005315.mp3
Mc颜小兴、Mc小康康 - 刀山火海另类连麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160213_203222.mp3
Mc若宸 为了你我犯下罪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160213_200507.mp3
Mc若宸  寂寞空庭春欲晚,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160213_103422.mp3
Mc7宝-出轨,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160213_015518.mp3
Mc大馒头-女人们请珍惜深爱你的男人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160212_193635.mp3
Mc颜小兴 - 一次就好 DJ- 重录版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160212_134825.mp3
Mc小胜 - dj朋友的酒加快版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160212_070622.mp3
Mc康少-所谓的江湖,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160211_174249.mp3
Mc若宸  可爱的另类,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160211_105621.mp3
Mc若宸  一生一世一双人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160211_105523.mp3
Mc若宸-再战尘寰,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160210_180614.mp3
Mc若宸/Mc小雅  气势连麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160210_180531.mp3
MC梦明      我有孤独和烈酒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160210_144027.mp3
Mc康少-将军与妓,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016028_125905.mp3
Mc康少-不败另类之帝王（原创）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016027_230429.mp3
Mc康少-不败另类之帝王,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016027_230235.mp3
Mc康少-孤独烈酒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016026_155334.mp3
Mc梦毁—七滴眼泪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016026_131422.mp3
Mc康少-对爱已厌倦（原创）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016026_010804.mp3
对爱已厌倦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016026_010653.mp3
Mc大馒头-暮然回首,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016026_002745.mp3
Mc大馒头-爱情不是毒药（改编）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016026_002537.mp3
Mc若宸  当我慢慢老了,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016024_143821.mp3
Mc若宸  刀刀烈火斩天骄,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016024_143728.mp3
Mc大馒头-社会兄弟,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016024_141205.mp3
大馒头-孤独和烈酒-Mc大馒头,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016023_193951.mp3
大馒头-乡愁,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016023_193306.mp3
Mc若宸  烈火 （气势另类）,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016023_182055.mp3
MC梦明。踏马出征展风采,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016022_223839.mp3
Mc若宸/Mc佳慧  一人饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016022_161422.mp3
刀山火海 （加强版）Mc若宸,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016022_092517.mp3
忆当年我夺山河 Mc若宸,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016022_092229.mp3
爱情啊爱情   Mc若宸,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016022_092118.mp3
Mc梦毁—情殇,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016021_195611.mp3
Mc梦毁—别样的黎明,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016021_195256.mp3
寒风吹月如钩  Mc若宸,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016021_144351.mp3
一人饮酒醉  Mc若宸,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016021_144232.mp3
一人饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016021_143938.mp3
寒风吹月如钩,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016021_143840.mp3
MC梦明，跟我一起回云南,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016021_004815.mp3
Mc梦毁—当你不再爱我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160131_190001.mp3
Mc梦毁—背叛,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160131_185535.mp3
MC梦明，，不知不觉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_234932.mp3
MC梦明，，我们是兄弟,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_231054.mp3
Mc若宸 帝王曲 疯狂600秒,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_151058.mp3
Mc若宸 时间会记得,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_140358.mp3
Mc若宸 烈酒我要一杯,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_140305.mp3
Mc若宸    父亲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_140138.mp3
Mc若宸  我也真是醉了,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_140015.mp3
Mc若宸   一统天下,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_135910.mp3
Mc若宸  可能爱的不是我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_134215.mp3
Mc若宸  当你不再爱我,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_134045.mp3
Mc若宸 温柔的小另类,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_133815.mp3
Mc若宸 为何让我流泪为何让我心碎,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_133732.mp3
Mc若宸 伤感的另类,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_133615.mp3
Mc若宸 蝶儿总在空中飞,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_133516.mp3
Mc若宸 战歌2016,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160130_132753.mp3
Mc畅想-十年前我下海山,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160129_104442.mp3
Mc畅想-十年戎马心孤单,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160128_122347.mp3
Mc畅想-一人我饮酒醉,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160128_120811.mp3
只有失去过的人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160128_004701.mp3
Mc 松哥、[一路最冷的风]王者之路王者风.mp3,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160127_235301.mp3
Mc鑫有道--一切都以离开,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160125_212735.mp3
Mc梦毁—说唱,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160124_195202.mp3
Mc梦阳，被情伤过的男人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160123_223712.mp3
Mc颜小兴 - 一次就好,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160122_155754.mp3
Mc颜小兴 - 为何让我流泪为何让我心碎,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160122_155542.mp3
Mc、松哥《Mc天佑》佑家军战歌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160122_000907.mp3
MC梦毁—再也写不出,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160121_174842.mp3
MC梦毁—说唱,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160121_165802.mp3
MC梦毁—杀阡陌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160121_165127.mp3
Mc、松哥、{远征}、帝王之路.mp3,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160120_220728.mp3
Mc康少-最初的珍贵,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160120_202702.mp3
Mc康少-转身,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160120_202158.mp3
Mc康少-割爱,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160120_202002.mp3
Mc康少-浪够了再回来,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160120_201816.mp3
Mc康少-九世轮回篇,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160120_200457.mp3
MC梦毁—为何,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160119_144319.mp3
MC梦毁—断三国,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160119_144216.mp3
MC梦毁—泪三年,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160119_143622.mp3
MC梦毁—三年前,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160119_143350.mp3
MC梦毁—无情人,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160119_143200.mp3
MC梦毁—再称帝王,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160119_143102.mp3
MC梦毁—奈何桥,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160119_142951.mp3
Mc眼幕-原创另类喊麦,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160119_113248.mp3
MC梦明   当我唱起这首歌,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160117_221043.mp3
MC梦明，逆战电音版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160116_231307.mp3
MC梦明，，不想和你做朋友电音版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160116_215539.mp3
安经理-好听歌曲分享,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160116_125737.mp3
安经理-推荐大家收听这首音乐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160116_125424.mp3
安经理-非常喜欢的一首歌曲,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160116_125042.mp3
安经理-不错的一首音乐,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160116_124611.mp3
Mc畅想-2016一场雪,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160116_121310.mp3
Mc天晨-一人我饮酒醉+三生三世十里桃花,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160113_153350.mp3
Mc天晨-当年惹下红颜祸改版,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160113_152526.mp3
Mc天晨-将军与妓伴奏,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160113_151831.mp3
Mc天晨-520那一天,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160113_151650.mp3
Mc天晨-另类心不甘,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160113_151529.mp3
Mc天晨-另类喊麦串烧,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160113_151230.mp3
mc7宝将军与妓,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160112_170747.mp3
mc7宝我想做你的眼睛,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160112_170702.mp3
mc7宝and可儿我想做你的新娘,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160112_170529.mp3
Mc7宝,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160112_170008.mp3
Mc 松哥-爱情表白-小娇VS范永赛我爱你 .mp3,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/20160111_175445.mp3
大庆另类代表作！！！！！,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016019_205402.mp3
战神付博《麒麟曲》,https://djapi.763333.xyz:9293/directlink/5/dj66/new/new2/2016016_104112.mp3
